Person_name,Threshold,TP,FP,FN,TN,FMC,Miss_R,FMR,Intrusion,Train_count,Test_count
KavyaMadhavan,0.04,0,0,2,0,1,100.0,100.0,37.142857142857146,9,3
KotaSrinivasarao,0.04,0,0,2,0,1,100.0,100.0,37.142857142857146,9,3
Lakshmidevi,0.04,0,0,2,0,1,100.0,100.0,37.142857142857146,9,3
Leelavathi,0.04,2,0,0,0,1,0,33.33333333333333,37.142857142857146,9,3
Loknath,0.04,0,0,2,0,1,100.0,100.0,37.142857142857146,9,3
M.S.Narayana,0.04,0,0,2,0,1,100.0,100.0,37.142857142857146,9,3
MadhabiMukherjee,0.04,0,0,2,0,1,100.0,100.0,37.142857142857146,9,3
Madhavan,0.04,0,0,1,0,2,100.0,100.0,37.142857142857146,9,3
Madhu,0.04,0,0,3,0,0,100.0,0,37.142857142857146,9,3
MadhuriDixit,0.04,1,0,2,0,0,66.66666666666666,0,37.142857142857146,9,3
Mallikarjunrao,0.04,0,0,1,0,2,100.0,100.0,37.142857142857146,9,3
Mammukoya,0.04,0,0,2,0,1,100.0,100.0,37.142857142857146,9,3
Mamootty,0.04,0,0,2,0,1,100.0,100.0,37.142857142857146,9,3
Mohanlal,0.04,0,0,3,0,0,100.0,0,37.142857142857146,9,3
Mukesh,0.04,1,0,1,0,1,50.0,50.0,37.142857142857146,9,3
NTR,0.04,0,0,0,0,3,0,100.0,37.142857142857146,9,3
Nagarjuna,0.04,0,0,0,0,3,0,100.0,37.142857142857146,9,3
NedumudiVenu,0.04,1,0,0,0,2,0,66.66666666666666,37.142857142857146,9,3
